var,len,start,description
U120_15a,2,445,"Consumo de zumo natural de frutas o verduras: Cantidad"
U120FZ,1,447,"Frecuencia diaria de consumo de fruta fresca o zumos naturales"
U120CANTFZ,2,448,"Consumo de fruta fresca o zumo natural de frutas o verduras: Cantidad"
U2_120F,1,450,"Frecuencia diaria: Cepillado de dientes "
V121,1,451,"¿Fuma actualmente?"
V122,1,452,"Tipo de tabaco que fuma con mayor frecuencia"
V123,2,453,"Fumadores a diario: Número de cigarrillos que fuma al día"
V124,2,455,"Fumadores a diario: Edad en que comenzó a fumar"
V125,1,457,"Fumadores a diario: Intentos de dejar de fumar en los últimos 12 meses"
V126,1,458,"Frecuencia de exposición a ambientes de humo en lugares cerrados"
W127,2,459,"Frecuencia de consumo de alcohol en los últimos 12 meses"
W128Cer,1,461,"Consumo de cerveza con alcohol"
W128Cer_1,2,462,"Consumo de cerveza con alcohol: Lunes"
W128Cer_2,2,464,"Consumo de cerveza con alcohol: Martes"
W128Cer_3,2,466,"Consumo de cerveza con alcohol: Miércoles"
W128Cer_4,2,468,"Consumo de cerveza con alcohol: Jueves"
W128Cer_5,2,470,"Consumo de cerveza con alcohol: Viernes"
W128Cer_6,2,472,"Consumo de cerveza con alcohol: Sábado "
W128Cer_7,2,474,"Consumo de cerveza con alcohol: Domingo"
W128Vin,1,476,"Consumo de vinos, cava"
W128Vin_1,2,477,"Consumo de vinos, cava: Lunes"
W128Vin_2,2,479,"Consumo de vinos, cava: Martes"
W128Vin_3,2,481,"Consumo de vinos, cava: Miércoles"
W128Vin_4,2,483,"Consumo de vinos, cava: Jueves"
W128Vin_5,2,485,"Consumo de vinos, cava: Viernes"
W128Vin_6,2,487,"Consumo de vinos, cava: Sábado"
W128Vin_7,2,489,"Consumo de vinos, cava: Domingo"
W128Vermut,1,491,"Consumo de vermuts, fino, jerez"
W128Vermut_1,2,492,"Consumo de vermuts, fino, jerez: Lunes"
W128Vermut_2,2,494,"Consumo de vermuts, fino, jerez: Martes"
W128Vermut_3,2,496,"Consumo de vermuts, fino, jerez: Miércoles"
W128Vermut_4,2,498,"Consumo de vermuts, fino, jerez: Jueves"
W128Vermut_5,2,500,"Consumo de vermuts, fino, jerez: Viernes"
W128Vermut_6,2,502,"Consumo de vermuts, fino, jerez: Sábado"
W128Vermut_7,2,504,"Consumo de vermuts, fino, jerez: Domingo"
W128Lic,1,506,"Consumo de licores, anís, pacharán"
W128Lic_1,2,507,"Consumo de licores, anís, pacharán: Lunes"
W128Lic_2,2,509,"Consumo de licores, anís, pacharán: Martes"
W128Lic_3,2,511,"Consumo de licores, anís, pacharán: Miércoles"
W128Lic_4,2,513,"Consumo de licores, anís, pacharán: Jueves"
W128Lic_5,2,515,"Consumo de licores, anís, pacharán: Viernes"
W128Lic_6,2,517,"Consumo de licores, anís, pacharán: Sábado"
W128Lic_7,2,519,"Consumo de licores, anís, pacharán: Domingo"
W128Comb,1,521,"Consumo de combinados, bebidas destiladas"
W128Comb_1,2,522,"Consumo de combinados, bebidas destiladas: Lunes"
W128Comb_2,2,524,"Consumo de combinados, bebidas destiladas: Martes"
W128Comb_3,2,526,"Consumo de combinados, bebidas destiladas: Miércoles"
W128Comb_4,2,528,"Consumo de combinados, bebidas destiladas: Jueves"
W128Comb_5,2,530,"Consumo de combinados, bebidas destiladas: Viernes"
W128Comb_6,2,532,"Consumo de combinados, bebidas destiladas: Sábado"
W128Comb_7,2,534,"Consumo de combinados, bebidas destiladas: Domingo"
W128Sidra,1,536,"Consumo de bebidas locales, sidra, carajillo"
W128Sidra_1,2,537,"Consumo de bebidas locales, sidra, carajillo: Lunes"
W128Sidra_2,2,539,"Consumo de bebidas locales, sidra, carajillo: Martes"
W128Sidra_3,2,541,"Consumo de bebidas locales, sidra, carajillo: Miércoles"
W128Sidra_4,2,543,"Consumo de bebidas locales, sidra, carajillo: Jueves"
W128Sidra_5,2,545,"Consumo de bebidas locales, sidra, carajillo: Viernes"
W128Sidra_6,2,547,"Consumo de bebidas locales, sidra, carajillo: Sábado"
W128Sidra_7,2,549,"Consumo de bebidas locales, sidra, carajillo: Domingo"
W129,2,551,"Frecuencia de consumo de 5-6 o más bebidas alcohólicas estándar en una misma ocasión durante los últimos 12 meses "
X130_1,1,553,"Situaciones de apoyo afectivo y personal en la vida diaria: Visitas de mis amigos y familiares"
X130_2,1,554,"Situaciones de apoyo afectivo y personal en la vida diaria: Ayuda en asuntos relacionados con la casa"
X130_3,1,555,"Situaciones de apoyo afectivo y personal en la vida diaria: Elogios y reconocimientos al hacer bien el trabajo"
X130_4,1,556,"Situaciones de apoyo afectivo y personal en la vida diaria: Contar con personas que se preocupan de lo que le sucede"
X130_5,1,557,"Situaciones de apoyo afectivo y personal en la vida diaria: Recibir amor y afecto"
X130_6,1,558,"Situaciones de apoyo afectivo y personal en la vida diaria: Tener la posibilidad de hablar con alguien de sus problemas en el trabajo o en la casa"
X130_7,1,559,"Situaciones de apoyo afectivo y personal en la vida diaria: Tener la posibilidad de hablar con alguien de sus problemas personales y familiares"
X130_8,1,560,"Situaciones de apoyo afectivo y personal en la vida diaria: Tener la posibilidad de hablar con alguien de sus problemas económicos"
X130_9,1,561,"Situaciones de apoyo afectivo y personal en la vida diaria: Recibir invitaciones para distraerse y salir con otras personas"
X130_10,1,562,"Situaciones de apoyo afectivo y personal en la vida diaria: Recibir consejos útiles cuando le ocurre algún acontecimiento importante en su vida"
X130_11,1,563,"Situaciones de apoyo afectivo y personal en la vida diaria: Recibir ayuda cuando está enfermo en la cama"
Y133,1,564,"Cuidado de personas mayores o de alguien que tenga una dolencia crónica al menos una vez a la semana"
Y134,1,565,"Cuidado de personas: Parentesco con el cuidador"
Y135,1,566,"Cuidado de personas: Horas a la semana dedicadas en total"
FACTORADULTO,11,567,"Factor de elevación del adulto (4 decimales)"
CLASE_PR,1,578,"Variable derivada: Clase social basada en la ocupación de la persona de referencia"
IMCa,1,579,"Variable derivada: Índice de masa corporal (IMC) del adulto"
CMD1,5,580,"Variable derivada: Consumo medio diario de alcohol semanal (lunes a domingo)"
CMD2,5,585,"Variable derivada: Consumo medio diario de alcohol entre semana (lunes a jueves)"
CMD3,5,590,"Variable derivada: Consumo medio diario de alcohol en fin de semana (viernes a domingo)"
