var,len,start,description
W128Vin_4,2,459,"Consumo de vinos, cava: Jueves"
W128Vin_5,2,461,"Consumo de vinos, cava: Viernes"
W128Vin_6,2,463,"Consumo de vinos, cava: Sábado"
W128Vin_7,2,465,"Consumo de vinos, cava: Domingo"
W128Vermut,1,467,"Consumo de vermuts, fino, jerez"
W128Vermut_1,2,468,"Consumo de vermuts, fino, jerez: Lunes"
W128Vermut_2,2,470,"Consumo de vermuts, fino, jerez: Martes"
W128Vermut_3,2,472,"Consumo de vermuts, fino, jerez: Miércoles"
W128Vermut_4,2,474,"Consumo de vermuts, fino, jerez: Jueves"
W128Vermut_5,2,476,"Consumo de vermuts, fino, jerez: Viernes"
W128Vermut_6,2,478,"Consumo de vermuts, fino, jerez: Sábado"
W128Vermut_7,2,480,"Consumo de vermuts, fino, jerez: Domingo"
W128Lic,1,482,"Consumo de licores, anís, pacharán"
W128Lic_1,2,483,"Consumo de licores, anís, pacharán: Lunes"
W128Lic_2,2,485,"Consumo de licores, anís, pacharán: Martes"
W128Lic_3,2,487,"Consumo de licores, anís, pacharán: Miércoles"
W128Lic_4,2,489,"Consumo de licores, anís, pacharán: Jueves"
W128Lic_5,2,491,"Consumo de licores, anís, pacharán: Viernes"
W128Lic_6,2,493,"Consumo de licores, anís, pacharán: Sábado"
W128Lic_7,2,495,"Consumo de licores, anís, pacharán: Domingo"
W128Comb,1,497,"Consumo de combinados, bebidas destiladas"
W128Comb_1,2,498,"Consumo de combinados, bebidas destiladas: Lunes"
W128Comb_2,2,500,"Consumo de combinados, bebidas destiladas: Martes"
W128Comb_3,2,502,"Consumo de combinados, bebidas destiladas: Miércoles"
W128Comb_4,2,504,"Consumo de combinados, bebidas destiladas: Jueves"
W128Comb_5,2,506,"Consumo de combinados, bebidas destiladas: Viernes"
W128Comb_6,2,508,"Consumo de combinados, bebidas destiladas: Sábado"
W128Comb_7,2,510,"Consumo de combinados, bebidas destiladas: Domingo"
W128Sidra,1,512,"Consumo de bebidas locales, sidra, carajillo"
W128Sidra_1,2,513,"Consumo de bebidas locales, sidra, carajillo: Lunes"
W128Sidra_2,2,515,"Consumo de bebidas locales, sidra, carajillo: Martes"
W128Sidra_3,2,517,"Consumo de bebidas locales, sidra, carajillo: Miércoles"
W128Sidra_4,2,519,"Consumo de bebidas locales, sidra, carajillo: Jueves"
W128Sidra_5,2,521,"Consumo de bebidas locales, sidra, carajillo: Viernes"
W128Sidra_6,2,523,"Consumo de bebidas locales, sidra, carajillo: Sábado"
W128Sidra_7,2,525,"Consumo de bebidas locales, sidra, carajillo: Domingo"
W129,2,527,"Frecuencia de consumo de 5-6 o más bebidas alcohólicas estándar en una misma ocasión durante los últimos 12 meses (doble enunciado)"
X130,1,529,"En caso de problema personal grave, ¿con cuántas personas podría contar?"
X131,1,530,"¿En qué medida se interesan otras personas por lo que a usted le pasa?"
X132,1,531,"¿En qué medida le resulta fácil obtener ayuda de los vecinos en caso de necesidad?"
Y133,1,532,"Cuidado de personas mayores o de alguien que tenga una dolencia crónica al menos una vez a la semana"
Y134,1,533,"Cuidado de personas: Parentesco con el cuidador"
Y135,1,534,"Cuidado de personas: Horas a la semana dedicadas en total"
FACTORADULTO,8,535,"Factor de elevación del adulto (5 enteros, 3 decimales)"
CLASE_PR,1,543,"Variable derivada: Clase social basada en la ocupación de la persona de referencia"
IMC,1,544,"Variable derivada: Índice de masa corporal (IMC) "
SEVERIDAD_DEPRESIVA,1,545,"Variable derivada: Salud mental en población adulta"
CUADROS_DEPRESIVOS,1,546,"Variable derivada: Apoyo social funcional percibido"
CMD1,5,547,"Variable derivada: Consumo medio diario de alcohol semanal (lunes a domingo)"
CMD2,5,552,"Variable derivada: Consumo medio diario de alcohol entre semana (lunes a jueves)"
CMD3,5,557,"Variable derivada: Consumo medio diario de alcohol en fin de semana (viernes a domingo)"
